,Unnamed: 0,link,title,price,rating,ratingCount,stock,description,size,color,material,filter type,gender,disposability,earloop,score
596,596,/Snoozies-3-Layer-Washable-Filters-Bridge/dp/B089C8S3DC/ref=sr_1_435?dchild=1&keywords=face+mask&qid=1618899430&s=hpc&sr=1-435,Snoozies 3-Layer Washable Face Mask w Filters & Nose Bridge - Tie Dye,,4.5 out of 5 stars,721 ratings,In Stock.," PROTECTION - Face cover has 3 Multi layers of cloth fabric for high protection for men and women. Fabrics: Outside layer/Polyester, 2nd layer/Spun Bonded, 3rd layer/Cotton. COMFORTABLE & WASHABLE – Flexible nose bridge that doesn’t fog eye glasses. Adjustable face mask with bands and fits snug under chin. Face covering is machine washable and reusable. FILTERS INCLUDED – Includes 4 slide filters with 5 layers. Filters are replacable and fits securely inside. SEALED PACKAGING - All face coverings ordered are new and sealed. Due to hygiene and sanitary reasons, all sales are final. No returns accepted. NOT FOR MEDICAL USE - Conforms to CDC April 2020 directive on cloth face coverings. This mask is not intended for medical use, and not proven to reduce the transmission of disease.",universal,red,mixed material,,unisex,reusable,,3
413,413,/igozen-unisex-Nanosase-Sports-Spandex/dp/B08NHBTLJN/ref=sr_1_293?dchild=1&keywords=face+mask&qid=1618899098&s=hpc&sr=1-293,"igozen 5 Pack unisex kids face masks Nanosase G Sports face masks BNS Poly Spandex Face Mask Cover (Kids Black face mask, Set of 5)",,4.5 out of 5 stars,125 ratings,In Stock.," BNS Poly Spandex Made in the USA Pull On closure ✅ PACKAGING: In Authentic Nanosase® Vacuum Sealed Tamper-Proof Retail Packaging | nano face mask or cover | License US patented NANO processing fabric treatment technology | A better option for sports where breathability is required such as exercises, cycling, running, travel, school and daily use. ✅ TOTAL: 5 Black Kids face masks/covers | Made in USA for Age 5–11 Stretchable, One Size Fits Most | Unisex | iGozen® since 2012 USA Brand License & Trademark | Ship within 1-3 days from California | Non Medical Use | Due to hygiene reasons, item can’t be returned once opened. ✅ MASK MATERIAL: High Density “BNS” Polyester Spandex Blend, Multiple Micro Layers of nonwoven fabric to form the thickness. Lab tested for Protection | Poly Spandex are not like cotton fabric. It’s a synthetic fiber, much like your medical mask, which are measured by density not measured by layers for protection. ✅ MASK DESIGN: | Water Resistant | Washable | Breathable | Wrinkle Free | No Sewn Stitch | Stretchable 3D facial design | Ultra-Thin, Soft and extremely light to wear. ✅ KEEPING any fabric face masks or mask cover from losing their protective qualities: we recommend replacing the face mask often | Assuming the average washes is 15 |  ""Always Wash New before Wearing""  Hand Wash & Air Dry Recommended for most efficient use.",childrens,various,mixed material,,unisex,reusable,elastic,3
336,336,/Reusable-Cloth-Face-Masks-Washable/dp/B08F7H97V3/ref=sr_1_240?dchild=1&keywords=face+mask&qid=1618898893&s=hpc&sr=1-240,Reusable Washable Cloth Face Masks,,3.6 out of 5 stars,48 ratings,In Stock.," 【Premium Material for Comfort & Breathing】2 layers of fabric, made of cotton and polyester fiber. High quality, durable fabric makes the mask soft on the skin and easy to breath through 【Washable and Reusable】Can be washed repeatedly and reused. Fibers maintain structure and softness even after many washes 【Unisex Size】14.5 cm/5.7 in * 24 cm/9.5 in(excludes earloop length); 29.8 cm/11.7 in(includes earloop length). The full cover mask adopts a wrap-around design. Can fit most people's facial shapes 【2 Pcs cloth face mask】2 Pieces reusable cloth masks in all. It can be replaced and cleaned in turn, keeping the hygienic. ***The CDC recommends the use of cloth face covers while in public to reduce community spread by asymptomatic persons",universal,red,mixed material,,unisex,reusable,,3
243,243,/Covers-Elastic-Anti-Dust-Washable-Reusable/dp/B08818LNLN/ref=sr_1_172?dchild=1&keywords=face+mask&qid=1618898749&s=hpc&sr=1-172,"10PCS Black Face Mask Covers with Elastic Ear Loop Cover Full Face Anti-Dust, Unisex, Washable, Breathable, and Reusable",,4.4 out of 5 stars,"2,077 ratings",In Stock.," ✔️ Premium Material – This face cover is made of one layer of High-quality Nylon and Spandex making it very soft and stretchable for the face. ✔️ Comfortable – Lightweight, skin friendly, and breathable material makes this a great option when you’re on the go, you will forget you are even wearing it. Helps to prevent you from touching your face. ✔️ Washable & Reusable - This face cover can be washed quickly either by hand or by machine, and will remain soft, comfortable, and durable after each wash and can last you for a very long time. ✔️ One Size Fits Most – This stretchy, easily adjustable, material allows for almost anyone, teens and adults, to use and still feel comfortable. Size is about 30 cm X 14 cm. (30X14 centimeters) ✔️ Includes – Packaging includes 10 units, all black color.","one size fits most, adult, ",black,spandex,,unisex,reusable,elastic,3
87,87,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_hpc_sr_pg3_1?ie=UTF8&adId=A08174843Q6NQRNU5TQL8&url=%2FHygenix-Disposable-Filter-Tested-Nelson%2Fdp%2FB089TX3BPY%2Fref%3Dsr_1_65_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618898393%26s%3Dhpc%26sr%3D1-65-spons%26psc%3D1%26smid%3DA1W8CLML2J3Z1B&qualifier=1618898393&id=1140681711711713&widgetName=sp_mtf,Hygenix 3ply Disposable Face Masks PFE 99% Filter Tested by Nelson Labs USA (Pack of 50 Pcs),,4.5 out of 5 stars,"6,038 ratings",In Stock.," 50 Pcs Latex Free Disposable Premium Quality tested face masks (2 packaging types are in circulation, please see images for more) Protects nose and mouth against fluids, Fluid-Resistant at a pressure of 160 mmHg Tested by Nelson Labs in the USA. Full reports available upon request! Premium Filter protects against 99% of particles larger then 0.1 μm, PFE filter Efficiency = 99% Tested by Nelson Labs in the USA. Full reports available upon request! These masks are manufactured in a class 100,000 cleanroom to uphold the maximum quality standards. These masks should be disposed of after each use. Shelf live 2 years. Test reports available in the images, Need full reports? contact us and we will provide you these! (Tested by Nelson Labs in the USA and made in China by a Dutch owned brand and manufacturing facility).","large, ",red,,,mens,disposable,,3
86,86,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_hpc_sr_pg3_1?ie=UTF8&adId=A011577216MPXNYFKM2FU&url=%2FEnerPlex-Premium-3-Ply-Reusable-Face%2Fdp%2FB088C2WD5F%2Fref%3Dsr_1_64_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618898393%26s%3Dhpc%26sr%3D1-64-spons%26psc%3D1&qualifier=1618898393&id=1140681711711713&widgetName=sp_mtf,"EnerPlex 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks Large (3-Pack) - Black",$21.20 ,4.5 out of 5 stars,"89,148 ratings",In Stock.," At EnerPlex, we understand that a face mask is not a “one size fits most” - We also know that if you wear a mask it should be comfortable, fit properly, and provide proper protection which is why we came up with our High End 3-Ply Safety Masks in 3 sizes. We developed a sizing chart for Youth, Medium/Large, & Extra Large. Should you have any issue with size please contact us immediately and we will help out with sizing. This Size Will Fits Most Adults, Please See Size Chart in Image Section - Key Features: EnerPlex Face Masks are a Three-Layer Design – Outer layer DWR 100% Polyester, Middle Layer Cotton Blend, Inner Layer NanoFine Cotton Blend – soft against the skin. Designed with high quality light weight fabric for maximum comfort. Our stretch ear loops allow for a snug and secure fit. Ideal for everyday use – Indoor/Outdoor, great for essential workers, can be utilized while traveling, running errands, attending grooming appointments, etc. Care: wash before first use. Machine wash cold. Do not bleach. Do not dry clean. Tumble dry low or lay flat to dry to avoid shrinkage. No fabric softener With our EnerPlex Face Masks customer service, quality, and safety is our number one priority.",childrens,black,mixed material,3-ply,unisex,reusable,elastic,3
1,1,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_hpc_sr_pg1_1?ie=UTF8&adId=A08174843Q6NQRNU5TQL8&url=%2FHygenix-Disposable-Filter-Tested-Nelson%2Fdp%2FB089TX3BPY%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618898243%26s%3Dhpc%26sr%3D1-2-spons%26psc%3D1%26smid%3DA1W8CLML2J3Z1B&qualifier=1618898243&id=358664656685499&widgetName=sp_atf,Hygenix 3ply Disposable Face Masks PFE 99% Filter Tested by Nelson Labs USA (Pack of 50 Pcs),,4.5 out of 5 stars,"6,038 ratings",In Stock.," 50 Pcs Latex Free Disposable Premium Quality tested face masks (2 packaging types are in circulation, please see images for more) Protects nose and mouth against fluids, Fluid-Resistant at a pressure of 160 mmHg Tested by Nelson Labs in the USA. Full reports available upon request! Premium Filter protects against 99% of particles larger then 0.1 μm, PFE filter Efficiency = 99% Tested by Nelson Labs in the USA. Full reports available upon request! These masks are manufactured in a class 100,000 cleanroom to uphold the maximum quality standards. These masks should be disposed of after each use. Shelf live 2 years. Test reports available in the images, Need full reports? contact us and we will provide you these! (Tested by Nelson Labs in the USA and made in China by a Dutch owned brand and manufacturing facility).","large, ",red,,,mens,disposable,,3
255,255,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_hpc_sr_pg8_1?ie=UTF8&adId=A011577216MPXNYFKM2FU&url=%2FEnerPlex-Premium-3-Ply-Reusable-Face%2Fdp%2FB088C2WD5F%2Fref%3Dsr_1_184_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618898749%26s%3Dhpc%26sr%3D1-184-spons%26psc%3D1&qualifier=1618898749&id=4938687637689195&widgetName=sp_mtf,"EnerPlex 3-Ply Reusable Face Mask - Breathable Comfort, Fully Machine Washable, Face Masks Large (3-Pack) - Black",$21.20 ,4.5 out of 5 stars,"89,148 ratings",In Stock.," At EnerPlex, we understand that a face mask is not a “one size fits most” - We also know that if you wear a mask it should be comfortable, fit properly, and provide proper protection which is why we came up with our High End 3-Ply Safety Masks in 3 sizes. We developed a sizing chart for Youth, Medium/Large, & Extra Large. Should you have any issue with size please contact us immediately and we will help out with sizing. This Size Will Fits Most Adults, Please See Size Chart in Image Section - Key Features: EnerPlex Face Masks are a Three-Layer Design – Outer layer DWR 100% Polyester, Middle Layer Cotton Blend, Inner Layer NanoFine Cotton Blend – soft against the skin. Designed with high quality light weight fabric for maximum comfort. Our stretch ear loops allow for a snug and secure fit. Ideal for everyday use – Indoor/Outdoor, great for essential workers, can be utilized while traveling, running errands, attending grooming appointments, etc. Care: wash before first use. Machine wash cold. Do not bleach. Do not dry clean. Tumble dry low or lay flat to dry to avoid shrinkage. No fabric softener With our EnerPlex Face Masks customer service, quality, and safety is our number one priority.",childrens,black,mixed material,3-ply,unisex,reusable,elastic,3
548,548,/Snoozies-3-Layer-Washable-Filters-Bridge/dp/B089C6N1RP/ref=sr_1_395?dchild=1&keywords=face+mask&qid=1618899365&s=hpc&sr=1-395,Snoozies 3-Layer Washable Face Mask w Filters & Nose Bridge - Black Bandana,,4.5 out of 5 stars,"1,235 ratings",In Stock.," PROTECTION - Face cover has 3 Multi layers of cloth fabric for high protection for men and women. Fabrics: Outside layer/Polyester, 2nd layer/Spun Bonded, 3rd layer/Cotton. COMFORTABLE & WASHABLE – Flexible nose bridge that doesn’t fog eye glasses. Adjustable face mask with bands and fits snug under chin. Face covering is machine washable and reusable. FILTERS INCLUDED – Includes 4 slide filters with 5 layers. Filters are replacable and fits securely inside. SEALED PACKAGING - All face coverings ordered are new and sealed. Due to hygiene and sanitary reasons, all sales are final. No returns accepted. NOT FOR MEDICAL USE - Conforms to CDC April 2020 directive on cloth face coverings. This mask is not intended for medical use, and not proven to reduce the transmission of disease.",universal,various,mixed material,,unisex,reusable,,3
569,569,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg17_1?ie=UTF8&adId=A03378133HK4U3WTY6GDI&url=%2FBracket-Nasal-Pad-Breathing-Mask-Nose-Mask-Mouth-Protection%2Fdp%2FB08GLLJRS1%2Fref%3Dsr_1_416_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618899365%26s%3Dhpc%26sr%3D1-416-spons%26psc%3D1&qualifier=1618899365&id=206188178363748&widgetName=sp_btf,"（10 PCS）3D Mask Bracket-Nasal Mask Pad-Breathing Mask-Nose Breathing Mask-Mouth and Nose Protection Lipstick Protection Bracket,Increase Breathing Space Helps Smooth Breathing",,3.8 out of 5 stars,440 ratings,In Stock.," 【Reusable and Washable】:Made of food grade silicone material, which is safe, washable and reusable.You can reuse the 3D Mask Bracket to increase the number of mask used and solve the problem of shortage of mask. 【More Space for Breathing】：It holds up the mask fabric around the mouth to create more breathing space when a mask is put on face. 【Makeup Protection】：It makes the mask not to stick lipstick, protecting your perfect makeup from being messed up. 【Prevent Fogging and Not Stuffy】：When wearing glasses to prevent fogging and keep the internal hygiene of the mask. The 3D mask holder cross is designed to fit the face of the nose bridge. Breathing is smoother, breathable and not stuffy. 【Note】: This product link only sells 3D mask holders, with no masks！You can get 10 PCS 3D Mask Bracket Silicone Face Bracket Inner Support Frame.Using double sided tape or thread to fasten the silicone frame can make it work better.",universal,,,,unisex,reusable,,3
