,link,title,price,rating,ratingCount,stock,description,size,color,material,filter type,gender,disposability,earloop
131,/Reusable-Adjustable-Protective-Protector-Black-5Pcs/dp/B08B4VKY82/ref=sr_1_101?dchild=1&keywords=face+mask&qid=1618896121&s=hpc&sr=1-101,Reusable Cotton Adjustable Adult Protective Face Protector,,4.2 out of 5 stars,"4,433 ratings",In Stock.," Reusable: Washable and reusable protective barrier, no need to disassemble. Suitable for adults with larger faces. Safety and protection:5 pack , effectively protect you against dusts, allergens, fog haze, splattering liquids or mists, anti-odor. Also perfect daily wear in allergy season Wide Application: Ideal for both women and men, suitable for cycling, camping, running, travel, climbing and daily use. Protect you from fog, vehicle exhaust etc. Elastic adujustable ear loop to secure the face protector in place and customized face-fit for most adults. Perfect cover the nose to the chin in all day comfort, also keep look stylish Prompt : Our products are shipped from Amazon, if you have any questions during use, please feel free to contact us, we will reply you within 24 hours.","large, adult, ",NA,cotton,NA,unisex,reusable,elastic
132,/Assacalynn-Disposable-Droplets-Suitable-Teenagers/dp/B089NK28TB/ref=sr_1_102?dchild=1&keywords=face+mask&qid=1618896121&s=hpc&sr=1-102,"Assacalynn Disposable Face Masks Black 50pcs, 3 Layer Disposable Masks for Men Women",,4.5 out of 5 stars,"11,996 ratings",In Stock.," Breathable 3 layer black masks: 50 pcs in a bag Upgraded Elastic Earloops: The disposable masks use upgraded wider earhooks which are not easy to break and has no bondage on the ears. Meanwhile You can tie a knot on the ear hooks to adjust the length. Even if you wear the mask for a long time, the black face mask can provide you with a comfortable experience Adjustable Nose Bridge: The single-use face masks with 3D design fits the face at all angles. The disposable face mask adopts a built-in metal nose clip around bridge nose that fits the nose shape and avoids inhaltaltion from both sides of the nose Skin-Friendly Materials: The Assacalynn disposable face masks are made of good quality material which is non-irritating, soft and comfortable. The face masks for men and women are suitable for home, office, school, park, playground, nail salon etc. Service: Assacalynn masks are made in China, not for medical use, suitable for daily use. If you have any questions, please feel free to contact us",universal,black,NA,3 layer,unisex,disposable,elastic
133,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg4_1?ie=UTF8&adId=A09359853LCFF43K1ZZTD&url=%2F100PCS-disposable-shield-filter-protection%2Fdp%2FB08C7HDF1F%2Fref%3Dsr_1_103_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618896121%26s%3Dhpc%26sr%3D1-103-spons%26psc%3D1&qualifier=1618896121&id=2401651481416609&widgetName=sp_btf,100PCS 3 ply black disposable face mask filter protection face masks,,4.7 out of 5 stars,"21,502 ratings",In Stock.," 1.3 Layers face mask -It's made of 3 layers of high-quality non-woven fabric; it has a stronger filtering effect and is more warm and breathable. 2.Unique Designed Masks - Comfortable elastic earloop, extra-soft ear loops eliminate pressure to the ears. Inner layer is made of soft facial tissue, no dye, gentle to the skin. 3.Made of environmental friendly material,Great choices for you or your family.Take care of yourself and hope all of trouble will be end as soon as possible.Good luck to everyone and hope all is well. 4.Black disposable face mask which great for painting, construction, building site, nail salons,fog and haze weather,gray sky,dust weather, snow weather and more 5.High quality face masks,package include 100PCS,please confirm carefully when placing an order",universal,various,non-woven melt-spray,3 ply,mens,disposable,elastic
134,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg4_1?ie=UTF8&adId=A00513201CYL2HPUKFXOP&url=%2FKN95-Vibeey-Individually-Efficiency%25E2%2589%25A595-Included%2Fdp%2FB08MTRHP18%2Fref%3Dsr_1_104_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618896121%26s%3Dhpc%26sr%3D1-104-spons%26psc%3D1&qualifier=1618896121&id=2401651481416609&widgetName=sp_btf,"KN95 Face Mask 60 Pcs, Vibeey Individually Wrapped Cup Mask, 5-Ply Layer Filter Efficiency≥95%, Included on FDA EUA List (Black)",,4.7 out of 5 stars,"3,316 ratings",In Stock.," 【Safe to Use】: Vibeey KN95 face mask black is completed with FDA standards. Can be used with confidence. Safe material is skin-friendly and softer that give you the comfortable usage experience at the same time it protects your breath with high filter efficiency. 【Provide Multi-effect Protection】: Our mask KN95 is made of high breathability 2 non-woven outer layers, 2 melt-blown inner filter, 1 non-woven cotton middle layer. The filter efficiency ≥ 95%, greatly keeping you from dust, PM 2.5, haze, smoke, automobile exhaust, etc. 【Better Design】The 3D shape of KN95 cup dust mask is designed according to the human face shape to ensure the tightness. Equipped with an adjustable soft padded nose bridge and elastic ear hooks to prevent leaving marks on your face after taking it off. 【Easy & Comfortable】: Lightweight and foldable, the 60 piece individually packaged design makes these masks easy to carry and to use. 【Upgraded Warranty】: Applicable to all public places such as home, school, indoor and outdoor. Disclaimer: This KN95 mask is NOT an N95 mask. For more information about KN95 masks please see the following before you purchase: amazon.com/AboutKN95s.",universal,black,non-woven melt-spray,kn95,mens,NA,elastic
135,/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_hpc_sr_pg4_1?ie=UTF8&adId=A07690161FNZX8PX0UQ3D&url=%2FOlay-Regenerist-Moisturizer-Travel-Trial%2Fdp%2FB08MXV971F%2Fref%3Dsr_1_105_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618896121%26s%3Dhpc%26sr%3D1-105-spons%26psc%3D1&qualifier=1618896121&id=2401651481416609&widgetName=sp_btf,"Olay Regenerist Whip Face Moisturizer SPF 25, 1.7 oz + Whip Face Moisturizer, Mothers Day Gift Set",$29.99 ,4.4 out of 5 stars,"1,223 ratings",In Stock.," LIGHT AS AIR MOISTURE WITH SPF 25: This powerful but feather-light moisturizer evens skin tone to give you a radiant glow and contains SPF WHIPPED FORMULA: We've taken our Regenerist formula and whipped it with Active Rush Technology so it absorbs instantly. Leaves your skin feeling soft and smooth, never greasy SCIENCE MEETS BEAUTY:Formulated with advanced Amino-Peptide Complex II, this anti-aging moisturizer actively hydrates to improve elasticity and firm skin for a lifted look PRIME WHILE YOU MOISTURIZE:This will leave your skin with a matte finish so you can follow immediately with makeup INCLUDES A TRIAL SIZE: Try 1 week of Olay Regenerist Whip Fragrance Free Face Moisturizer",universal,NA,NA,NA,unisex,NA,elastic
136,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_hpc_sr_pg5_1?ie=UTF8&adId=A0950100S2LSADYRJJM1&url=%2FPrivate-Profile-Face-Mask-Reusable%2Fdp%2FB08H9NSZZ5%2Fref%3Dsr_1_98_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618896188%26s%3Dhpc%26sr%3D1-98-spons%26psc%3D1&qualifier=1618896188&id=2659662708239096&widgetName=sp_atf_next,Private Profile Face Mask Designed By Lus Kaos- Limited Edition,,Previous page of related Sponsored Products,,In Stock.,,universal,NA,NA,NA,unisex,NA,NA
137,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_hpc_sr_pg5_1?ie=UTF8&adId=A0434125T2S53KURNNM6&url=%2FComix-Face-Mask-3-Layer-Black-Disposable%2Fdp%2FB08GJRDC3B%2Fref%3Dsr_1_99_sspa%3Fdchild%3D1%26keywords%3Dface%2Bmask%26qid%3D1618896188%26s%3Dhpc%26sr%3D1-99-spons%26psc%3D1&qualifier=1618896188&id=2659662708239096&widgetName=sp_atf_next,"Disposable Face Mask,Face Masks of 50 Pack Disposable Mask",,4.7 out of 5 stars,"4,918 ratings",In Stock.," Non Woven Melt Blown Fabric Imported 3 layers closure 3-Ply Black Face Masks, each 10pcs Sealed in One Individual Bag and Total 50pcs in Giftbox. Easy to Use. These Face masks are not intended for medical use. Made with 3-Layer non-woven fabric for effective airway protection from small particles and droplets. Soft, non-irritating, comfortable and breathable. Adjustable earloop and metal nose clip fits for most of faces. Protect ourselves and our loved ones with this disposable face masks in various environments such as home, office, school, gardening, construction, and also the work places as other public areas to help protect from allergens, dust. All these masks are for one time use and recommend to replace by each 4 hours.","small, ",black,non-woven melt-spray,3-ply,mens,disposable,adjustable
138,/Ceemly-3Ply-Made-Face-Mask/dp/B08NQZL7JR/ref=sr_1_100?dchild=1&keywords=face+mask&qid=1618896188&s=hpc&sr=1-100,"Ceemly 3Ply USA Made Face Mask - Disposable, Single-Use, 50 CT",,4.4 out of 5 stars,579 ratings,In Stock.," The Ultimate American Made Disposable Face Mask - The Ceemly Face Mask is made with 3 layers of protection featuring an external hydrophobic & durable cloth layer, melt-blown polymer middle layer + a soft interior comfortable cloth layer. These disposable face masks also come with a seamless crimping design and adjustable nose bridge to decrease the space between the face and the cloth layer for maximum coverage while keeping it breathable. Disposable Face Mask with Elastic Straps - The Ceemly disposable face protection pack comes with reinforced elastic straps that securely yet comfortably fit over your ears. They won’t strain you, making it perfect for long hours of wear. Whether for work, groceries, or exercise, they will provide a comfortable fit for everyday activity. Made with You in Mind - Ceemly values your satisfaction just as much as we value quality. If you experience any concerns with your face protection, don’t hesitate to reach out to us so we can patch things up with a refund or replacement. The Go-To Disposable Face Masks for Americans Everywhere - Proudly made in Garden Grove, California, the Ceemly Disposable Face Mask was made for Americans, by Americans. Boasting of a style that fits most sizes while still giving reliable protection, we maximize the design of every single-use face mask so you don’t have to look anywhere else. Your Everyday Staple - With ASTM-met standards, you can trust our face protection pack is made through accountable and reliable sourcing, manufacturing, and distribution. Produced with the goal of achieving better air that’s accessible for everyone, let Ceemly be one of your everyday staples.",universal,NA,melt-blown,3 layer,mens,disposable,elastic
139,/Safe-Mate-Case-Mate-Washable-Reusable/dp/B0892SGP7F/ref=sr_1_101?dchild=1&keywords=face+mask&qid=1618896188&s=hpc&sr=1-101,Safe+Mate x Case-Mate - Cloth Face Mask - Washable & Reusable - Adult S/M - Cotton - Includes Filter - Black,,4.2 out of 5 stars,"53,191 ratings",In Stock.," 60% Cotton, 40% Polyester Imported Pack includes (1) Adult S/M size general use soft 60% cotton 40% polyester reusable cloth face mask with filter Includes optional replaceable filter insert (additional filters sold separately) Back elastic strap for relief of tension around ears Fits under chin for comfortable non-binding feel Care Instructions: Machine wash with detergent and hot water, machine dry with medium heat","medium, adult, ",black,mixed material,NA,unisex,reusable,elastic
140,/sckang-Disposable-Comfortable-Earloop-Multicolor/dp/B08J3VYBM4/ref=sr_1_102?dchild=1&keywords=face+mask&qid=1618896188&s=hpc&sr=1-102,sckang 50 Pcs Disposable Face Mask Comfortable Earloop Mask 3-Layer Multicolor Masks,,4.7 out of 5 stars,"1,039 ratings",In Stock.," 3 Layers of Material - The mask is made of 3 layers of high-quality non-woven fabric; it has a stronger filtering effect and is more warm and breathable Comfortable - Extra-soft elastic ear loops eliminate pressure to the ears for maximum comfort. Can be used with earloop holders/ mask strap extenders for additional comfort and well-being. These Masks Should Be Disposed of after Each Use Keep the Blue-side Outside and the Nose Clip on the Upper Side Quantity: 50 pieces/box, completely meet your family /staff /friends' demands. Single-Use face masks for adults and children. Suitable for home, office, school, outdoor and other public places.",childrens,blue,non-woven melt-spray,3 layer,mens,disposable,elastic
141,/DIOLV-Disposable-Masks-Child-Protective/dp/B08HMGQ1N9/ref=sr_1_103?dchild=1&keywords=face+mask&qid=1618896188&s=hpc&sr=1-103,DIOLV Kids Disposable Face Masks Child Protective Cover Mask for Boys Girls 50 Pcs Black,$12.74 ,4.6 out of 5 stars,"1,947 ratings",In Stock.," SMALL SIZE for children! 50pcs Kids disposable face mask per box. Dimension: 5.71 inch x 3.54 inch Breathable: Fit for the face very well, inner skin-friendly non-woven fabric is soft and comfortable Easy to Use: Slip the elastic ear loops over your ears and press the metal strip around the bridge of your nose to create a light seal around your face Wide Application: Children face masks are suitable for daily activities, great for indoor, outdoor, school If you received wrong color, kindly please contact us, we will take care of your issue",childrens,black,non-woven melt-spray,NA,unisex,disposable,elastic
